null,null,null,null,null
atraso,aluno_id,falta,criado_em,primeira_metade
LATE,120,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,121,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,122,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,123,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,124,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,125,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,126,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,127,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,128,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,129,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,130,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,131,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,132,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,133,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,134,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,135,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,136,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,137,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,138,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,139,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,140,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,141,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,142,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,143,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,144,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,145,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,146,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,147,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,148,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,149,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,150,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,151,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,152,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,153,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,154,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,155,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,156,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,157,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,158,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,159,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,160,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,161,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,162,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
LATE,163,VERDADEIRO,2024-04-09 20:01:03,VERDADEIRO
